Column1;Column2;Column3;Column4;Column5;Column6;;;;;
40;3589370677464935;5632 Heath Hill;$8.85;Tomatoes - Cherry;1706177041;;;;;
73;6333427615807144836;8125 Pond Crossing;$7.81;Soup - Campbells, Minestrone;1706177041;;;;;
79;3547537232558705;905 Springs Circle;$7.96;Mace;1706177041;;;;;
5;3563114562691685;6185 Raven Hill;$4.60;Bread - Roll, Whole Wheat;1706177042;;;;;
52;3583205865805786;373 Warner Hill;$2.29;Tomatoes - Cherry;1706177042;;;;;
145;4534158418511;7526 Morrow Hill;$9.98;Soup - French Can Pea;1706177043;;;;;
162;4017954454666;9134 Manitowish Point;$7.39;Brandy Cherry - Mcguinness;1706177043;;;;;
185;5602234653435277;6 Loeprich Street;$3.29;Lumpfish Black;1706177043;;;;;
33;5610853675051802;937 Meadow Vale Hill;$1.47;Cheese - Woolwich Goat Log;1706177043;;;;;
171;6761388355500047;13349 Hudson Hill;$5.55;Rum - Coconut, Malibu;1706177044;;;;;
28;630482649797831851;75804 Fairview Park;$4.81;Salt - Table;1706177044;;;;;
46;50187506113088450;10619 Rieder Terrace;$9.70;Irish Cream - Butterscotch;1706177044;;;;;
8;6767675016914357320;3435 Esker Junction;$3.08;Rice Paper;1706177044;;;;;
100;30588758611147;2 Hauk Park;$2.91;Flour - Whole Wheat;1706177045;;;;;
17;30422785811514;2048 Caliangt Lane;$1.66;Pork Loin Cutlets;1706177045;;;;;
200;3555963441025162;062 Goodland Trail;$8.72;Soup - Knorr, Chicken Gumbo;1706177045;;;;;
32;36836521511910;13517 Mcbride Road;$0.84;Flour - Bread;1706177045;;;;;
144;3561042453206879;08 Melby Parkway;$5.78;Pork - Side Ribs;1706177046;;;;;
180;3564055267202709;53593 Bonner Center;$3.75;Tea - Darjeeling Azzura;1706177046;;;;;
107;3564451381431565;252 Anderson Crossing;$4.87;Banana;1706177047;;;;;
109;377346168648303;86 Del Mar Hill;$6.95;Ice Cream - Fudge Bars;1706177047;;;;;
146;3532328403434547;91946 Forest Crossing;$3.96;Sage - Ground;1706177047;;;;;
169;3554168446013335;4920 Butterfield Pass;$2.96;Potatoes - Pei 10 Oz;1706177047;;;;;
192;4653994096875;9696 Lake View Pass;$0.78;Lamb - Shoulder, Boneless;1706177047;;;;;
42;201884066221080;46859 Lake View Center;$1.44;Rum - Coconut, Malibu;1706177047;;;;;
90;337941829547917;3 Shoshone Court;$0.49;Sauce - Marinara;1706177047;;;;;
107;4405503867856888;430 Bashford Park;$5.00;Mint - Fresh;1706177048;;;;;
148;5641829302528910;8 Eastlawn Lane;$0.64;Bread Base - Italian;1706177048;;;;;
36;3571548668757181;828 Ridgeway Drive;$2.31;Butter - Pod;1706177048;;;;;
86;3533993937499958;57 Corscot Crossing;$2.96;Eggplant - Baby;1706177048;;;;;
156;675979366579606410;21740 Maryland Terrace;$9.61;Table Cloth 144x90 White;1706177049;;;;;
176;3563690420023914;4204 Di Loreto Hill;$8.89;Appetizer - Escargot Puff;1706177049;;;;;
44;3529879019992216;90 Raven Terrace;$3.61;Sea Bass - Fillets;1706177049;;;;;
150;201912453858063;76485 John Wall Circle;$3.11;Pork - Bacon Double Smoked;1706177050;;;;;
17;6759345190468487;65173 Wayridge Pass;$2.57;Veal - Liver;1706177050;;;;;
170;5602231738606641;78500 Rieder Court;$6.10;Wine - German Riesling;1706177050;;;;;
26;4911624545956457;03799 Karstens Hill;$8.09;Water - Mineral, Carbonated;1706177050;;;;;
139;3573618087909958;329 Division Circle;$3.17;Country Roll;1706177051;;;;;
169;3578825795977400;340 Canary Junction;$5.86;French Pastries;1706177051;;;;;
38;3580573661816668;8 Mandrake Junction;$0.38;Cheese - Montery Jack;1706177051;;;;;
77;6767419412540211992;9328 Browning Drive;$5.53;Bread - Olive;1706177051;;;;;
73;5521775880472101;67625 Shoshone Avenue;$5.86;Dasheen;1706177052;;;;;
99;50180181916900835;80 Pierstorff Center;$2.47;Wine - Chateau Bonnet;1706177052;;;;;
153;3578813463726903;87 Bay Street;$7.74;Beer - Fruli;1706177053;;;;;
182;3577661828256038;6 Browning Point;$6.35;Corn Kernels - Frozen;1706177053;;;;;
116;3549219501651770;1037 Eggendart Terrace;$6.94;Cookie Dough - Oatmeal Rasin;1706177054;;;;;
15;3571980090624392;81 Clove Point;$6.17;Yucca;1706177054;;;;;
150;5007669121008514;31 Continental Court;$3.75;Tea - Herbal Sweet Dreams;1706177054;;;;;
160;3575230803336686;18 Golden Leaf Alley;$9.32;Savory;1706177054;;;;;
92;3553183154510597;68021 Memorial Avenue;$2.89;Wine - Ruffino Chianti Classico;1706177054;;;;;
129;3588361331120410;6 Del Mar Junction;$8.84;Muffin Batt - Blueberry Passion;1706177055;;;;;
45;3577476939958046;6 Jay Avenue;$8.99;Sauce - Hoisin;1706177055;;;;;
62;630403858926821131;04076 Novick Point;$9.70;Beer - Moosehead;1706177055;;;;;
70;5602246372099226;20571 Bluejay Park;$0.10;Sauce - White, Mix;1706177055;;;;;
102;3578465861610450;4492 Linden Junction;$9.33;Bread Base - Gold Formel;1706177056;;;;;
114;378523253117050;230 Welch Crossing;$3.85;Potatoes - Fingerling 4 Oz;1706177056;;;;;
146;5641828004639880622;69 Lukken Drive;$9.40;Lamb - Whole Head Off;1706177056;;;;;
45;3544845270317287;2 Sugar Center;$8.27;Appetizer - Chicken Satay;1706177056;;;;;
127;201534917670627;7 Bobwhite Pass;$3.85;Pasta - Tortellini, Fresh;1706177057;;;;;
140;30373200997653;3016 Buhler Trail;$7.86;Rum - Coconut, Malibu;1706177057;;;;;
151;5385489145689906;237 Union Point;$7.45;Mangostein;1706177057;;;;;
31;5602225179660208;9 Golf View Drive;$5.59;Sauce - Marinara;1706177057;;;;;
42;30418058264944;81485 Lighthouse Bay Alley;$4.08;Sole - Iqf;1706177057;;;;;
131;3569223700173128;487 Hauk Pass;$0.23;Pastry - Baked Scones - Mini;1706177058;;;;;
144;3551387113666273;5 Clove Plaza;$8.16;Olives - Morracan Dired;1706177058;;;;;
152;3586638761898389;80 East Circle;$5.63;Wine - Gato Negro Cabernet;1706177058;;;;;
169;3564627833636089;968 Mandrake Hill;$4.71;Pastry - Banana Tea Loaf;1706177058;;;;;
173;6377331155731699;1442 Westend Lane;$4.06;Okra;1706177058;;;;;
164;3537977486543684;652 Magdeline Road;$3.98;Petite Baguette;1706177059;;;;;
92;5602233641649874;310 Boyd Lane;$7.94;Eggplant Italian;1706177059;;;;;
152;6331105790640441732;7 Stone Corner Park;$0.81;Soap - Mr.clean Floor Soap;1706177060;;;;;
157;3535280434865685;60583 Kenwood Hill;$7.66;Sole - Fillet;1706177060;;;;;
196;3554786198076646;133 Birchwood Center;$3.21;Chocolate Bar - Reese Pieces;1706177060;;;;;
149;3570445836671777;43181 Monterey Place;$8.51;Juice Peach Nectar;1706177061;;;;;
167;3532617611765688;93926 Kenwood Point;$2.37;Wine - Red, Concha Y Toro;1706177061;;;;;
38;67094948660709342;5 Kinsman Point;$0.96;Coconut - Creamed, Pure;1706177061;;;;;
37;3537628396317145;99080 Monument Junction;$5.39;Puff Pastry - Slab;1706177062;;;;;
38;3551120127428483;05 Green Ridge Avenue;$1.02;Potatoes - Peeled;1706177062;;;;;
94;3583870581293425;4 Ridgeway Plaza;$4.39;Wasabi Powder;1706177062;;;;;
94;3570499000400562;06 Prairie Rose Plaza;$7.81;Watercress;1706177062;;;;;
188;4017956267110001;92031 Grasskamp Way;$3.42;Turnip - Mini;1706177063;;;;;
32;3541992815769110;1126 5th Alley;$2.32;Lobak;1706177063;;;;;
36;5038111253012165;1417 Forest Dale Junction;$6.02;Juice - Pineapple, 341 Ml;1706177063;;;;;
126;5100138736599941;33104 Debs Plaza;$9.69;Ice - Clear, 300 Lb For Carving;1706177064;;;;;
138;3573057255287246;85932 Talisman Park;$6.18;Cheese - Parmigiano Reggiano;1706177064;;;;;
152;201853710059774;8967 Anniversary Lane;$9.12;Eggplant - Regular;1706177064;;;;;
183;4017950232595;1 Amoth Place;$4.94;Wine - Coteaux Du Tricastin Ac;1706177064;;;;;
71;5002355294430009;858 Trailsway Center;$3.03;Pate - Liver;1706177064;;;;;
78;3539548787126962;2 Alpine Point;$4.62;Sausage - Liver;1706177064;;;;;
93;4405976118610066;275 Heath Avenue;$4.23;Lemonade - Black Cherry, 591 Ml;1706177064;;;;;
1;3584319185277458;90 Loomis Court;$6.51;Puree - Pear;1706177065;;;;;
112;3565041248418878;21 Division Alley;$0.84;Toamtoes 6x7 Select;1706177065;;;;;
162;50383015851369561;28 Ludington Drive;$7.75;Fennel;1706177065;;;;;
182;6767507119845760;181 Daystar Hill;$9.44;Bread - Italian Roll With Herbs;1706177065;;;;;
200;3556477569140603;62 Bowman Hill;$6.88;Vinegar - Champagne;1706177065;;;;;
21;4017954842191;37 Pond Hill;$7.21;Bread - English Muffin;1706177065;;;;;
51;3556459578635492;802 Onsgard Crossing;$9.91;Arizona - Green Tea;1706177065;;;;;
91;491176642530748472;6 Mendota Road;$9.28;Vinegar - Sherry;1706177065;;;;;
104;3562868671015299;5294 Spenser Street;$3.64;Clams - Littleneck, Whole;1706177066;;;;;
127;3564149689037007;6 Forest Dale Trail;$0.99;Garlic - Peeled;1706177066;;;;;
45;633110524217471386;69510 Forest Dale Alley;$1.28;Ice Cream - Turtles Stick Bar;1706177066;;;;;
48;3549912460271388;4 Monterey Alley;$9.42;Soup Campbells;1706177066;;;;;
94;633110970690493852;0 Coleman Court;$9.57;Cheese - Fontina;1706177066;;;;;
125;3537389714680298;9537 Shopko Lane;$8.36;Longos - Lasagna Veg;1706177067;;;;;
138;5211272507971645;684 Montana Trail;$1.48;Gelatine Leaves - Bulk;1706177067;;;;;
155;4175005618338404;897 Welch Street;$7.32;Eggroll;1706177067;;;;;
192;3553361371483851;037 Troy Parkway;$8.11;Bamboo Shoots - Sliced;1706177067;;;;;
195;3565381140010716;60231 Ramsey Trail;$9.65;Dip - Tapenade;1706177067;;;;;
3;677191291433877460;86534 Mcguire Center;$9.91;Tea - Darjeeling, Azzura;1706177067;;;;;
1;374288846346996;28878 Crowley Park;$7.49;Flavouring Vanilla Artificial;1706177068;;;;;
102;3564746700576333;7 Meadow Vale Court;$6.61;Steam Pan - Half Size Deep;1706177068;;;;;
154;3543906856157231;3 8th Alley;$6.59;Pepper - Paprika, Spanish;1706177068;;;;;
157;3547847154411431;06795 Surrey Junction;$5.79;Bread - Pumpernickle Rounds;1706177068;;;;;
66;3587581843325303;3773 Sutherland Terrace;$3.39;Cups 10oz Trans;1706177068;;;;;
8;4844913509874406;5747 Gina Parkway;$2.71;Pasta - Lasagne, Fresh;1706177068;;;;;
10;3547968550419883;44752 Becker Junction;$2.12;Lettuce Romaine Chopped;1706177069;;;;;
101;6709707823399322115;949 Swallow Pass;$9.50;Cream Of Tartar;1706177069;;;;;
167;5007665279993432;664 Eggendart Pass;$5.83;Wine - Balbach Riverside;1706177069;;;;;
174;6759259822063741;9137 Dunning Alley;$2.62;Versatainer Nc - 9388;1706177069;;;;;
191;5002352715933687;48528 Anniversary Court;$9.96;Dill Weed - Fresh;1706177069;;;;;
33;337941499544756;9995 Thierer Road;$9.54;Blueberries;1706177069;;;;;
42;3536970149812472;7935 Bay Plaza;$2.69;Puff Pastry - Slab;1706177069;;;;;
65;5100174053061660;61 Moose Alley;$6.48;Stock - Veal, Brown;1706177069;;;;;
78;5374479270694113;96857 Ryan Parkway;$6.80;Gelatine Powder;1706177070;;;;;
159;3551211297769721;500 Troy Court;$9.47;Beef - Flank Steak;1706177071;;;;;
59;5002355853890684;6105 Marquette Crossing;$5.23;Cabbage - Red;1706177071;;;;;
92;676269010371225550;30 Burrows Road;$2.05;Wine - White Cab Sauv.on;1706177071;;;;;
150;67066085688702571;34 Old Shore Plaza;$1.72;Mustard - Dry, Powder;1706177072;;;;;
161;372301690234507;14772 Mosinee Crossing;$5.85;Beef - Kindney, Whole;1706177072;;;;;
8;6334549024776387;36292 Park Meadow Park;$2.80;Compound - Strawberry;1706177072;;;;;
117;6763406516764829;0 Laurel Point;$2.70;Flax Seed;1706177073;;;;;
126;5602233054726738762;6758 Briar Crest Park;$5.74;Foil Cont Round;1706177073;;;;;
82;3529220943523332;90 Ridgeway Trail;$8.22;Bread Foccacia Whole;1706177073;;;;;
185;3557161204252671;1169 Schmedeman Place;$7.40;Tomatoes - Plum Canned;1706177074;;;;;
96;5588438357900126;20209 Jenifer Point;$6.04;Lobster - Canned Premium;1706177074;;;;;
104;3571682358609707;49 Prairie Rose Trail;$0.22;Snapple - Mango Maddness;1706177075;;;;;
11;6767511440857743221;553 Waubesa Circle;$9.42;Cookie Chocolate Chip With;1706177075;;;;;
110;36879464910673;7004 Heath Plaza;$8.59;Water Chestnut - Canned;1706177075;;;;;
145;6334804186202494;1755 Caliangt Junction;$5.28;Beef - Top Sirloin;1706177075;;;;;
54;670610060326208259;4969 Bluejay Way;$2.56;Versatainer Nc - 888;1706177075;;;;;
128;5369467709546464;531 Esker Junction;$7.59;Bread - White Mini Epi;1706177076;;;;;
180;3544930707061813;11 Goodland Point;$5.97;Calaloo;1706177076;;;;;
31;3579883290526445;3561 Shopko Court;$3.64;Chervil - Fresh;1706177076;;;;;
65;4210397836983;2568 Glendale Terrace;$2.72;Soup - Campbells, Cream Of;1706177076;;;;;
68;340592788481344;536 Homewood Trail;$6.56;Evaporated Milk - Skim;1706177076;;;;;
162;5602241004015865156;0601 Fuller Alley;$2.39;Bandage - Fexible 1x3;1706177077;;;;;
164;3579248390342384;90608 Farwell Drive;$0.52;Compound - Raspberry;1706177077;;;;;
2;5467487137791111;4 Hooker Avenue;$1.54;Pastry - Carrot Muffin - Mini;1706177077;;;;;
53;3554649589383452;6516 Lukken Court;$3.42;Pur Value;1706177077;;;;;
108;3545891524568225;5459 Sunnyside Plaza;$0.94;Pastrami;1706177078;;;;;
141;3587586570424013;96 Fuller Junction;$1.63;Scallops - 10/20;1706177078;;;;;
143;5048378352417953;7811 John Wall Terrace;$6.63;Flower - Dish Garden;1706177078;;;;;
42;6372142574519655;557 Mosinee Street;$4.93;Rum - Mount Gay Eclipes;1706177078;;;;;
52;3552464507969768;97 Dakota Terrace;$7.40;Cheese - Ricotta;1706177078;;;;;
62;374283074297292;1 Reindahl Court;$8.97;Jello - Assorted;1706177078;;;;;
8;5602220827697678;8 Steensland Alley;$7.13;Beef - Tongue, Fresh;1706177078;;;;;
137;5602235319446610254;65493 Pennsylvania Way;$4.67;Bread - Crumbs, Bulk;1706177079;;;;;
85;3562424574497950;41620 Petterle Way;$4.08;Wine - Bouchard La Vignee Pinot;1706177079;;;;;
195;5602255985172371298;4737 Donald Pass;$5.18;Mackerel Whole Fresh;1706177080;;;;;
32;560222691986091966;7725 Killdeer Circle;$7.73;Salt - Celery;1706177080;;;;;
62;6771082334458209768;8 Novick Hill;$8.47;Ginger - Pickled;1706177080;;;;;
82;3533639631086050;03 Ludington Way;$6.45;Soup - Base Broth Beef;1706177080;;;;;
138;060469713429778836;23 Hermina Park;$4.39;Melon - Honey Dew;1706177081;;;;;
30;3544548703316286;920 Barby Lane;$9.97;Juice - Orange;1706177081;;;;;
33;3549790244161707;04 Carey Lane;$4.47;Potatoes - Fingerling 4 Oz;1706177081;;;;;
49;374622725291354;10714 Anderson Avenue;$0.66;Foil Cont Round;1706177081;;;;;
55;3578926121066148;0842 Mallory Court;$0.88;Turkey - Breast, Bone - In;1706177081;;;;;
71;6385393595323404;579 Warrior Junction;$0.48;Muffin - Zero Transfat;1706177081;;;;;
127;201880818345599;01 Annamark Lane;$5.86;Olive - Spread Tapenade;1706177082;;;;;
91;3539481962476384;2140 Acker Court;$0.97;Coffee - Decafenated;1706177082;;;;;
15;3582503184403445;207 Veith Lane;$8.78;Sage - Fresh;1706177083;;;;;
165;3548024216570443;04 Glendale Center;$7.80;Longos - Grilled Veg Sandwiches;1706177083;;;;;
184;3565563888308341;010 Stuart Circle;$8.57;Longos - Penne With Pesto;1706177083;;;;;
84;3588907948254065;4 Vera Avenue;$0.89;Sprouts - Onion;1706177083;;;;;
62;3546876062219215;349 Jenifer Point;$0.82;Basil - Dry Rubbed;1706177084;;;;;
94;6334807736449811422;0 Gerald Court;$4.45;Tia Maria;1706177084;;;;;
103;6763472232328180364;65 Larry Alley;$3.57;Chicken Giblets;1706177085;;;;;
162;3543168377233054;4 Blaine Terrace;$9.38;Muffin Orange Individual;1706177085;;;;;
178;4903461837224538;938 Northland Avenue;$1.84;Cheese - Camembert;1706177085;;;;;
32;4917218297550149;46498 Westend Alley;$3.01;Spoon - Soup, Plastic;1706177085;;;;;
73;3546313367093335;3436 Hagan Trail;$8.34;Bread - Corn Muffaleta Onion;1706177085;;;;;
25;3575056171909329;7054 Dixon Court;$4.57;Coffee - Flavoured;1706177086;;;;;
51;5593053723097516;752 Butterfield Center;$5.87;Cod - Salted, Boneless;1706177086;;;;;
9;3588956398904885;96106 Alpine Hill;$9.43;Cassis;1706177086;;;;;
160;5555438914651518;76858 Fallview Way;$9.46;Shiratamako - Rice Flour;1706177087;;;;;
160;5100139015985447;43 Fordem Place;$9.78;Capon - Breast, Wing On;1706177087;;;;;
55;5602227899769004;146 Lindbergh Park;$2.28;Bread - Onion Focaccia;1706177087;;;;;
90;201499671275205;7 Barby Terrace;$6.86;Bar Special K;1706177087;;;;;
103;5571019081262717;85 Declaration Parkway;$3.84;Browning Caramel Glace;1706177088;;;;;
146;3573459330211888;677 Troy Point;$8.58;Miso Paste White;1706177088;;;;;
157;4041590401739670;2951 Lakeland Pass;$4.91;Steam Pan Full Lid;1706177088;;;;;
52;3573913957222743;191 Cottonwood Street;$7.37;Pork - Sausage Casing;1706177088;;;;;
78;3567490764609006;883 Cascade Center;$0.13;Chips - Doritos;1706177088;;;;;
92;3571398806595790;9 Granby Road;$1.28;Wine - Magnotta - Cab Franc;1706177088;;;;;
120;3552076587381738;25033 Merrick Junction;$4.96;Wine - Ruffino Chianti;1706177089;;;;;
175;5602236593872725;11314 Holmberg Plaza;$4.54;Chicken - Soup Base;1706177089;;;;;
124;201670459844913;6 Mallory Plaza;$0.04;Sauce - Vodka Blush;1706177090;;;;;
137;36783370988072;6166 Everett Parkway;$3.22;Bagel - Everything;1706177090;;;;;
31;6379631433941145;8 Grayhawk Center;$3.78;Cranberries - Frozen;1706177090;;;;;
71;4508685072326579;8 Gale Street;$4.24;Pickles - Gherkins;1706177090;;;;;
10;5010122146197842;37 Forest Place;$0.11;Tea - Jasmin Green;1706177091;;;;;
22;30469048159959;393 Fairfield Trail;$1.90;Soup - Knorr Chicken Noodle;1706177092;;;;;
22;3539746035660598;01 Stang Trail;$9.67;Yokaline;1706177092;;;;;
91;3543865400694182;6620 Mosinee Place;$1.24;Edible Flower - Mixed;1706177092;;;;;
102;6706130986399662260;6936 Maywood Place;$2.92;C - Plus, Orange;1706177093;;;;;
141;5391417909887657;4842 Sauthoff Center;$7.72;Mushrooms - Honey;1706177093;;;;;
188;3530372656413404;24 Sunnyside Avenue;$6.68;Wine - Valpolicella Masi;1706177093;;;;;
109;3577743014333068;3 Fremont Lane;$9.05;Juice - Grape, White;1706177094;;;;;
109;6334047368177107797;41592 Susan Way;$1.97;Cookie Dough - Double;1706177094;;;;;
130;67619496325592170;9 Northwestern Place;$8.61;Nantucket - 518ml;1706177094;;;;;
136;337941842988155;162 South Way;$6.97;Wine - Harrow Estates, Vidal;1706177094;;;;;
179;5602245691226320;090 Division Junction;$2.72;Pork - Belly Fresh;1706177094;;;;;
179;5174209853753297;4 Huxley Circle;$3.14;Coconut - Shredded, Unsweet;1706177094;;;;;
31;343719659099098;98598 Grover Hill;$8.89;Placemat - Scallop White;1706177094;;;;;
128;3567008716134392;6 John Wall Alley;$0.01;Pasta - Spaghetti, Dry;1706177095;;;;;
32;3570962397327102;1 Carey Place;$1.68;Dome Lid Clear P92008h;1706177095;;;;;
39;5602234112756032;8179 Thompson Plaza;$4.41;Muffin - Bran Ind Wrpd;1706177095;;;;;
172;677117618281034102;819 Sheridan Street;$8.77;Flower - Commercial Bronze;1706177096;;;;;
70;5177205619033849;201 Maryland Crossing;$8.66;Cheese - Grana Padano;1706177096;;;;;
92;6387038044900801;6476 Kropf Center;$1.77;Bread Base - Toscano;1706177096;;;;;
107;3565049705265914;52127 American Ash Center;$5.02;Nestea - Iced Tea;1706177097;;;;;
16;5409898946088039;400 Algoma Pass;$3.23;Spice - Pepper Portions;1706177097;;;;;
179;4041593850461507;5974 Pearson Drive;$1.19;Cheese - Swiss;1706177097;;;;;
26;30578044613825;6934 Quincy Trail;$9.16;Pants Custom Dry Clean;1706177097;;;;;
61;5602216854408146;7 Shopko Point;$7.73;Beer - Blue Light;1706177097;;;;;
107;30015871984805;6 Fair Oaks Crossing;$8.29;Nescafe - Frothy French Vanilla;1706177098;;;;;
11;3579575761183017;06105 Hoffman Parkway;$9.99;Wine - Sicilia Igt Nero Avola;1706177098;;;;;
173;3561932261425945;01369 Forest Plaza;$3.14;Bagelers - Cinn / Brown Sugar;1706177098;;;;;
188;3580832873626285;0 Onsgard Trail;$8.25;Rappini - Andy Boy;1706177098;;;;;
6;3543745008470476;1573 Moose Drive;$8.88;Chips Potato Swt Chilli Sour;1706177098;;;;;
84;5100139289569331;070 Leroy Point;$9.82;Ecolab - Hobart Upr Prewash Arm;1706177098;;;;;
117;4017955506183;381 Lunder Park;$6.06;Liqueur - Melon;1706177099;;;;;
101;30401869918940;4 Ronald Regan Point;$3.50;Lid Tray - 16in Dome;1706177100;;;;;
185;4041594612194;1392 Hoffman Park;$8.31;Wine - Soave Folonari;1706177100;;;;;
4;3584078707985101;9 Blaine Place;$0.49;Shrimp - Tiger 21/25;1706177100;;;;;
51;3544425317904429;0406 Susan Plaza;$6.18;Chocolate - Pistoles, White;1706177100;;;;;
116;4508621538888191;3 Anhalt Drive;$7.28;Tea Peppermint;1706177101;;;;;
124;3573901854715836;45893 Daystar Avenue;$9.41;Chicken - Base, Ultimate;1706177101;;;;;
140;3531002993562279;5741 Hallows Trail;$9.92;Carbonated Water - Lemon Lime;1706177101;;;;;
19;3558160028094391;59722 Roxbury Place;$8.14;Squash - Pepper;1706177101;;;;;
196;3567306500960778;68 Merry Terrace;$8.09;Beans - French;1706177101;;;;;
4;3552713530667983;090 Pepper Wood Lane;$7.36;Carbonated Water - Lemon Lime;1706177101;;;;;
17;3579403954794344;5 Forest Dale Crossing;$1.53;Foam Cup 6 Oz;1706177102;;;;;
5;3528843925769978;8 Northwestern Avenue;$0.41;Marsala - Sperone Fine D.o.c.;1706177102;;;;;
7;3569598999397201;98 Union Plaza;$9.69;Carbonated Water - White Grape;1706177102;;;;;
95;3561616768168906;009 Burrows Point;$0.31;Cups 10oz Trans;1706177103;;;;;
108;3556276988523542;0274 Karstens Circle;$6.56;Potatoes - Mini White 3 Oz;1706177104;;;;;
141;3560926610097075;1481 Reindahl Lane;$8.24;Macaroons - Homestyle Two Bit;1706177104;;;;;
144;5641824793975431;2 Cascade Lane;$4.57;Corn - Cream, Canned;1706177104;;;;;
145;3569757258202086;429 Forster Junction;$5.25;Soup - Base Broth Chix;1706177104;;;;;
160;3538658672829249;84710 Tomscot Point;$4.04;Beef - Rib Eye Aaa;1706177104;;;;;
91;30063167719923;3543 Texas Avenue;$3.48;Corn - On The Cob;1706177104;;;;;
